country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Dorset,43927,51,-74,-31,1,-59,-68,24,,,
United Kingdom,Dorset,43928,52,-76,-31,-15,-59,-68,26,,,
United Kingdom,Dorset,43929,53,-75,-28,-11,-58,-68,25,,,
United Kingdom,Dorset,43930,54,-71,-18,5,-53,-68,25,,,
United Kingdom,Dorset,43931,55,-80,-37,-16,-65,-81,30,,,
United Kingdom,Dorset,43932,56,-82,-34,-38,-58,-59,18,,,
United Kingdom,Dorset,43933,57,-90,-67,-37,-61,-60,15,,,
United Kingdom,Dorset,43934,58,-79,-41,-9,-67,-84,29,,,
United Kingdom,Dorset,43935,59,-73,-27,-11,-58,-67,25,,,
United Kingdom,Dorset,43936,60,-74,-30,-14,-58,-67,26,,,
United Kingdom,Dorset,43937,61,-74,-29,1,-56,-67,26,,,
United Kingdom,Dorset,43938,62,-79,-35,-47,-66,-68,28,,,
United Kingdom,Dorset,43939,63,-82,-37,-47,-60,-55,18,,,
United Kingdom,Dorset,43940,64,-83,-41,-20,-54,-52,14,,,
United Kingdom,Dorset,43941,65,-72,-31,12,-54,-65,23,,,
United Kingdom,Dorset,43942,66,-73,-28,10,-54,-65,25,,,
United Kingdom,Dorset,43943,67,-74,-29,1,-54,-65,25,,,
United Kingdom,Dorset,43944,68,-73,-26,19,-51,-64,25,,,
United Kingdom,Dorset,43945,69,-75,-29,-14,-55,-65,26,,,
United Kingdom,Dorset,43946,70,-80,-34,-35,-53,-53,17,,,
United Kingdom,Dorset,43947,71,-81,-38,-18,-50,-49,13,,,
United Kingdom,Dorset,43948,72,-70,-29,15,-50,-63,23,,,
United Kingdom,Dorset,43949,73,-77,-35,-51,-64,-65,24,,,
United Kingdom,Dorset,43950,74,-75,-31,-34,-59,-64,26,,,
United Kingdom,Dorset,43951,75,-76,-29,-37,-59,-65,26,,,
United Kingdom,Dorset,43952,76,-75,-27,-15,-53,-63,25,,,
United Kingdom,Dorset,43953,77,-79,-31,-21,-48,-51,17,,,
United Kingdom,Dorset,43954,78,-82,-39,-39,-54,-49,14,,,
United Kingdom,Dorset,43955,79,-70,-27,15,-48,-62,22,,,
United Kingdom,Dorset,43956,80,-73,-28,-16,-54,-62,24,,,
United Kingdom,Dorset,43957,81,-71,-23,17,-45,-61,23,,,
United Kingdom,Dorset,43958,82,-68,-14,31,-44,-62,23,,,
United Kingdom,Dorset,43959,83,-76,-30,18,-53,-78,28,,,
United Kingdom,Dorset,43960,84,-78,-30,-8,-45,-52,16,,,
United Kingdom,Dorset,43961,85,-81,-37,-39,-54,-47,13,,,
United Kingdom,Dorset,43962,86,-68,-24,3,-49,-61,22,,,
United Kingdom,Dorset,43963,87,-68,-21,30,-44,-60,22,,,
United Kingdom,Dorset,43964,88,-68,-21,18,-45,-59,22,,,
United Kingdom,Dorset,43965,89,-67,-19,56,-40,-59,21,,,
United Kingdom,Dorset,43966,90,-68,-20,48,-40,-59,22,,,
United Kingdom,Dorset,43967,91,-74,-24,30,-34,-45,14,,,
United Kingdom,Dorset,43968,92,-73,-25,44,-31,-40,10,,,
United Kingdom,Dorset,43969,93,-61,-17,99,-34,-57,19,,,
United Kingdom,Dorset,43970,94,-63,-15,94,-34,-57,20,,,
United Kingdom,Dorset,43971,95,-61,-12,132,-27,-57,20,,,
United Kingdom,Dorset,43972,96,-61,-12,119,-33,-57,20,,,
United Kingdom,Dorset,43973,97,-66,-16,30,-42,-57,21,,,
United Kingdom,Dorset,43974,98,-71,-20,16,-38,-42,14,,,
United Kingdom,Dorset,43975,99,-68,-18,80,-23,-36,9,,,
United Kingdom,Dorset,43976,100,-58,-15,297,-24,-79,22,,,
United Kingdom,Dorset,43977,101,-58,-7,145,-30,-56,19,,,
United Kingdom,Dorset,43978,102,-58,-10,135,-29,-56,19,,,
United Kingdom,Dorset,43979,103,-58,-7,154,-27,-55,19,,,
United Kingdom,Dorset,43980,104,-60,-9,130,-27,-55,19,,,
United Kingdom,Dorset,43981,105,-65,-11,127,-11,-32,10,,,
United Kingdom,Dorset,43982,106,-63,-12,124,-10,-28,8,,,
United Kingdom,Dorset,43983,107,-53,-8,154,-23,-50,16,,,
United Kingdom,Dorset,43984,108,-55,-7,181,-20,-51,17,,,
United Kingdom,Dorset,43985,109,-63,-17,-6,-44,-52,20,,,
United Kingdom,Dorset,43986,110,-59,-12,59,-34,-50,19,,,
United Kingdom,Dorset,43987,111,-62,-14,49,-38,-50,19,,,
United Kingdom,Dorset,43988,112,-68,-20,-1,-43,-36,13,,,
United Kingdom,Dorset,43989,113,-66,-19,52,-29,-26,8,,,
United Kingdom,Dorset,43990,114,-54,-13,98,-32,-49,16,,,
United Kingdom,Dorset,43991,115,-56,-13,90,-34,-49,17,,,
United Kingdom,Dorset,43992,116,-59,-16,25,-41,-50,19,,,
United Kingdom,Dorset,43993,117,-58,-13,44,-41,-49,19,,,
United Kingdom,Dorset,43994,118,-63,-17,12,-44,-49,20,,,
United Kingdom,Dorset,43995,119,-64,-17,42,-35,-27,11,,,
United Kingdom,Dorset,43996,120,-63,-17,82,-28,-20,7,,,
United Kingdom,Dorset,43997,121,-43,-10,144,-27,-46,15,,,
United Kingdom,Dorset,43998,122,-49,-8,118,-30,-46,16,,,
United Kingdom,Dorset,43999,123,-49,-10,82,-31,-47,17,,,
United Kingdom,Dorset,44000,124,-53,-13,20,-43,-49,18,,,
United Kingdom,Dorset,44001,125,-54,-10,39,-37,-48,17,,,
United Kingdom,Dorset,44002,126,-56,-8,73,-23,-23,8,,,
United Kingdom,Dorset,44003,127,-58,-12,80,-25,-12,6,,,
United Kingdom,Dorset,44004,128,-44,-9,154,-24,-47,14,,,
United Kingdom,Dorset,44005,129,-46,-6,198,-20,-47,14,,,
United Kingdom,Dorset,44006,130,-43,1,258,-10,-46,14,,,
United Kingdom,Dorset,44007,131,-42,5,305,-8,-46,14,,,
United Kingdom,Dorset,44008,132,-51,-6,87,-30,-46,15,,,
United Kingdom,Dorset,44009,133,-58,-14,9,-37,-28,11,,,
United Kingdom,Dorset,44010,134,-57,-15,50,-31,-17,7,,,
United Kingdom,Dorset,44011,135,-44,-9,76,-31,-45,14,,,
United Kingdom,Dorset,44012,136,-49,-12,12,-37,-46,17,,,
United Kingdom,Dorset,44013,137,-44,-11,60,-29,-44,15,,,
United Kingdom,Dorset,44014,138,-44,-8,91,-26,-44,15,,,
United Kingdom,Dorset,44015,139,-48,-10,48,-29,-44,15,,,
United Kingdom,Dorset,44016,140,-49,-12,29,-21,-20,8,,,
United Kingdom,Dorset,44017,141,-45,-13,87,-9,-14,5,,,
United Kingdom,Dorset,44018,142,-30,-4,187,-12,-44,12,,,
United Kingdom,Dorset,44019,143,-33,-2,179,-10,-44,12,,,
United Kingdom,Dorset,44020,144,-35,-7,95,-20,-43,14,,,
United Kingdom,Dorset,44021,145,-34,-4,113,-18,-43,14,,,
United Kingdom,Dorset,44022,146,-34,-2,180,-6,-43,11,,,
United Kingdom,Dorset,44023,147,-40,-4,159,9,-14,4,,,
United Kingdom,Dorset,44024,148,-38,-5,175,15,-8,2,,,
United Kingdom,Dorset,44025,149,-26,-1,207,-5,-43,11,,,
United Kingdom,Dorset,44026,150,-30,-3,149,-14,-43,13,,,
United Kingdom,Dorset,44027,151,-24,-4,121,-24,-41,13,,,
United Kingdom,Dorset,44028,152,-19,0,208,-17,-41,12,,,
United Kingdom,Dorset,44029,153,-23,0,222,-12,-41,10,,,
United Kingdom,Dorset,44030,154,-28,-2,178,3,-13,4,,,
United Kingdom,Dorset,44031,155,-27,-8,102,-11,-11,4,,,
United Kingdom,Dorset,44032,156,-12,3,319,-6,-44,10,,,
United Kingdom,Dorset,44033,157,-16,2,277,-9,-45,11,,,
United Kingdom,Dorset,44034,158,-14,0,236,-11,-43,11,,,
United Kingdom,Dorset,44035,159,-14,3,215,-15,-43,12,,,
United Kingdom,Dorset,44036,160,-22,-4,209,-13,-43,11,,,
United Kingdom,Dorset,44037,161,-34,-11,56,-23,-18,7,,,
United Kingdom,Dorset,44038,162,-23,-7,148,-2,-7,3,,,
United Kingdom,Dorset,44039,163,-16,-4,148,-25,-47,13,,,
United Kingdom,Dorset,44040,164,-12,1,249,-11,-44,11,,,
United Kingdom,Dorset,44041,165,-11,2,228,-11,-44,11,,,
United Kingdom,Dorset,44042,166,-5,7,334,-3,-44,10,,,
United Kingdom,Dorset,44043,167,-10,4,,3,-44,9,,,
United Kingdom,Dorset,44044,168,-20,1,193,7,-12,3,,,
